course_in,distance,sector_n,gender_n,sisben,typerh_n,maritalstatus_mother_n,maritalstatus_father_n,social_class,type_etnia_n,age_frac,age,grade_n,brother_school,score_sisben,year,natural_sciences,social_sciences,peace_chair,arts,ethic,sports,religion,spanish,english,math,technology,entrepreneurship,date_dropout,Class
8,0.3332746059,1,2,2,8,1,6,2,0,13.5666666666667,15,10,0,46.43,2016,4,3.7,3.7,3.5,3,4.1,3,3,3,2.4,3.8,1,,0
8,1.6585763405,1,1,1,2,3,3,1,0,14.0416666666667,16,9,2,22,2016,3.6,3.1,3.6,4.1,4,4.3,3.7,3.6,3.3,3.7,3.5,1,,0
8,0.3458257057,1,1,9,8,3,3,2,0,15.6277777777778,13,11,1,0,2016,3.5,3.2,3.7,3.6,3.5,3.6,3.7,3.4,3.1,3.3,3.7,1,,0
8,0.7596694193,3,2,9,2,2,2,2,0,13.5916666666667,14,11,1,0,2016,3.1,3.3,3.5,3.7,3.4,4.1,4.1,3.6,3.3,3.9,3.5,1,,0
8,0.4414902723,1,2,2,8,3,3,2,0,13.8833333333333,15,11,2,32.81,2016,3.4,3.3,3.5,3.2,3.4,4.7,3.5,3,3.1,3.2,3.1,1,,0
8,1.5151520332,3,2,9,6,1,1,3,0,14.9194444444444,15,11,0,0,2016,3.6,3.2,3.4,3.3,3.8,4.3,3.6,3.5,3.1,3.5,3.3,1,,0
8,0.5340890444,1,1,2,8,2,2,2,0,14.8444444444444,15,11,1,56.66,2016,3,3.2,3,3.4,3.3,3.5,2.3,3.1,3,3.1,3.5,1,,0
8,0.0375520408,1,2,9,2,2,2,2,0,13.0777777777778,14,11,0,0,2016,3.8,4,3.6,3.9,3.8,4.5,4,3.9,3.4,4,4,1,,0
8,0.0606228596,3,2,9,7,2,2,2,0,14.5000000000000,14,11,0,0,2016,3.9,3.1,3.6,3.9,3.6,4.8,3.7,3.4,3.5,3.4,3.2,1,,0
8,0.1636981321,3,2,2,2,3,3,2,0,14.4722222222222,13,11,1,62.22,2016,4.2,3.9,3.7,4.2,4,4.7,4.5,4.2,3.9,4.2,4.2,1,,0
8,0.3854860020,1,2,1,7,1,3,1,4,13.1444444444444,15,11,1,29.6,2016,3.3,3.2,3.3,3.1,3.5,4.3,3.5,3.3,2.9,4.1,2.4,1,,0
8,0.6627505637,3,2,9,8,2,2,2,0,15.2222222222222,16,11,0,0,2016,3.5,3.7,3.7,3.9,4.1,4,3.5,3.9,3.3,3.4,4,1,,0
8,0.1950107826,1,2,1,8,1,1,2,4,15.8527777777778,15,11,0,26,2016,3.2,3.1,3.5,3.4,3.7,4.8,3.5,3.2,3.3,3,3.1,1,,0
8,0.6069642079,3,1,9,8,2,2,2,4,12.9305555555556,16,9,0,27,2016,3.4,3.7,3.5,3.7,3.6,4.1,4,4.4,3.4,3.6,4.2,1,,0
8,0.8707034011,1,2,9,2,1,3,1,0,14.0333333333333,14,11,0,0,2016,4,4,3.9,3.8,4.2,4.7,4.2,4,3.8,4.5,3.4,1,,0
8,0.4530995238,1,1,9,8,2,2,2,0,15.3361111111111,14,11,0,0,2016,3,3.5,3.5,3.7,3,3.9,3.9,3.4,3.2,3.1,4,1,,0
8,0.3801419990,1,1,9,8,4,4,2,0,14.8750000000000,13,11,0,0,2016,3.5,3.8,3.2,3.2,3.8,3.2,4,3.6,3.4,3.1,3.5,1,,0
8,0.9919865704,1,1,9,8,6,6,2,0,15.3750000000000,13,9,0,15,2016,3.3,4,3.8,3.9,4,4.2,4,3.2,3.2,3.4,3.2,1,,0
8,0.3244277097,1,1,9,8,3,6,2,0,15.2444444444444,15,9,1,0,2016,3.1,3.2,3.2,4,3.6,4,3.4,3.3,3.2,3,3.3,1,,0
8,0.7780267863,3,2,1,8,1,1,1,4,14.2611111111111,16,9,1,0,2016,3.4,3.5,3.8,3.3,3.7,4.9,3.3,3.4,3.3,3.5,4.3,1,,0
8,0.4734635563,3,2,9,8,2,2,2,0,14.5972222222222,14,11,0,0,2016,3.2,3.5,3.3,4.4,3.7,5,3.6,3.5,3.3,3.2,3.1,1,,0
8,1.7244684420,1,1,1,6,1,6,1,0,13.7305555555556,15,9,1,26.21,2016,3.1,3.7,2.4,3.4,3.4,4.1,3.4,3,3.3,3.1,3.1,1,,0
8,0.7315263829,1,1,1,2,1,6,2,0,13.2083333333333,16,10,2,27.08,2016,3.5,3.7,3.5,4.2,3.6,4.2,3.7,3.5,3.6,3.7,3.1,1,,0
8,1.2484359310,1,1,1,8,1,1,1,0,15.2027777777778,15,9,1,46,2016,3,3.2,3.3,3.2,3.6,4.1,4,3.1,3.4,3,3.4,1,,0
8,1.2484359310,1,1,1,8,1,1,1,0,16.1833333333333,14,9,1,46,2016,3.6,3.5,3.6,4,4.1,4.2,4,3.4,3.5,3.9,3.9,1,,0
8,0.5250008416,1,1,1,6,1,2,1,4,14.6777777777778,15,11,1,0,2016,3.5,3.5,3.8,4.1,4.2,4.4,3.9,3.4,2.9,3.1,3.6,1,,0
8,0.4246454075,1,1,9,8,3,3,2,4,15.9777777777778,16,9,1,0,2016,3.8,3.6,3.8,4.5,4.4,4.8,4.1,4.1,3.6,3.9,4.3,1,,0
8,0.2176328708,1,2,9,2,3,3,2,0,14.0250000000000,14,11,0,0,2016,3.7,3.7,3.8,4.7,3.9,4.9,4.1,4.2,3.8,3.2,4.1,1,,0
8,0.8406327820,3,1,1,2,3,3,2,0,13.9777777777778,17,9,1,32,2016,3.8,3.2,3.3,4.6,4,4.9,3.4,3.7,3.4,3.3,3.5,1,,0
8,0.2286242048,1,2,1,8,3,3,2,0,14.7361111111111,14,11,0,34.32,2016,3.9,3.9,3.6,4.4,4.3,4.9,3.7,4.3,4,3.6,4,1,,0
8,0.1890786316,3,1,2,8,3,3,2,0,13.4583333333333,14,11,1,30.06,2016,3.1,3.3,3.4,3.5,4.3,3.7,3.6,3.1,3.1,3.1,3.7,1,,0
8,0.3545221903,3,2,2,2,1,1,2,0,13.7305555555556,14,9,1,0,2016,3,3.1,3.7,3,3.1,3.6,3,3.2,3.7,3.2,3.8,1,,0
8,0.2369791368,1,1,9,8,3,3,2,0,13.3277777777778,13,11,0,0,2016,3.5,3.4,3.6,3.7,4.2,4.6,3.7,3.1,3.1,3.5,4.1,1,,0
8,0.3959716113,3,2,1,8,1,6,1,0,13.3805555555556,16,9,0,37,2016,3,3.7,4,3.3,4,4.4,3.3,3.6,3.2,3.3,3.4,1,,0
8,0.6762368692,1,2,9,8,2,2,1,0,14.6305555555556,14,9,0,0,2016,3.1,3.5,3.3,3.8,3.2,3.8,3.6,3.2,3.2,3,3.4,1,,0
8,2.2238510580,1,1,9,8,1,6,2,0,15.5305555555556,14,11,0,0,2016,3.5,3.3,3.4,3.9,3.4,3.5,3.2,3.2,3,3.1,3.3,1,,0
8,0.2184341967,1,1,2,2,3,6,2,0,13.8361111111111,15,11,0,0,2016,3.3,3.6,3.5,4.4,4,3.6,3.8,3.7,3.2,3.1,4,1,,0
8,1.2344582250,1,1,2,8,2,2,2,0,15.0250000000000,14,11,2,47,2016,3.9,4.2,4.2,4.7,4.4,4.6,4.3,4.4,4.4,4.1,4.6,1,,0
8,0.1252603534,1,1,2,8,3,3,2,0,15.6444444444444,15,11,1,0,2016,3.8,3.8,3.4,4.3,4.2,3.5,3.9,4.3,3.8,3.5,3.6,1,,0
9,0.1006542962,1,1,9,2,2,2,2,0,14.7944444444444,15,11,0,0,2016,3,3,3,3,4.1,3.4,3.2,4.4,3.8,3.4,3.1,3.3,,0
9,0.8389771542,1,1,9,8,1,6,2,4,13.5527777777778,15,11,0,0,2016,3.5,3.5,3.1,3.9,4.3,4.8,4.2,4.7,4.6,4.1,3.8,3.8,,0
9,0.2569272610,1,2,1,8,3,3,2,1,14.6222222222222,16,11,1,37.56,2016,3.3,3.4,3.2,3.3,3.4,4.9,3,4.3,3.4,3,3,3.6,,0
9,3.6190294676,1,1,1,2,2,2,1,0,14.5527777777778,14,11,0,39.32,2016,3.3,3.3,3.4,3.1,3.7,4,3.5,4.6,3.9,3.3,3.5,3.4,,0
9,0.3021290465,1,2,9,8,2,2,2,0,16.2472222222222,15,11,0,0,2016,3.1,3,3,3.4,4.1,3.4,3.4,4.4,3.2,3.1,3.4,3.6,,0
9,0.3244277097,1,1,9,2,2,2,2,0,16.4694444444444,15,11,0,0,2016,3,3,3,3.2,4,3.3,3,4.7,3.3,3.5,3.2,3,,0
9,0.6756095612,1,1,1,8,1,3,1,0,13.5111111111111,17,11,0,0,2016,3.3,3.4,3.4,3.5,4.1,3.1,3.2,4.5,3.5,3.4,3.4,4,,0
9,0.5199239309,3,1,1,2,3,3,2,0,16.5111111111111,15,11,0,0,2016,3.7,3.8,3.5,3.7,4.4,3.5,3.6,4.4,3.7,3.7,3.3,3.9,,0
9,0.1805647655,3,1,9,2,3,5,2,4,13.4861111111111,15,11,1,0,2016,3.3,3.5,3.3,3.7,3.9,4.3,3.3,4.7,4.2,3.5,3.4,3.8,,0
9,0.0325688958,1,2,9,8,2,2,2,0,14.0166666666667,14,11,1,0,2016,3.1,3.1,3.1,3.4,3.3,3.9,3,4.7,3.2,3,3.1,3.6,,0
9,0.0325688958,1,1,9,5,2,2,2,0,14.4166666666667,15,11,1,0,2016,3.3,3.3,3.5,3.2,3.3,3.1,3.2,4.1,3.2,3.4,3.2,3.3,,0
9,0.6848175078,1,1,9,7,2,2,2,0,13.1277777777778,14,11,0,0,2016,3.5,3.7,3.6,3.6,4.4,4.1,4,4.7,4.2,3.8,4.1,4.1,,0
9,0.0510853357,1,2,2,8,1,1,2,4,16.1888888888889,16,11,2,37.03,2016,3.3,3.1,3.4,3.4,3.7,3.9,3.6,4.5,3.4,3.2,3.1,3.5,,0
9,1.2391353734,1,1,1,8,1,3,1,0,14.2555555555556,18,11,0,40.76,2016,3.2,3.4,3,3.4,3.6,3.6,3.2,4.2,3.5,3.7,3.3,3.7,,0
9,0.2714662852,1,2,2,2,2,2,2,0,14.1055555555556,15,11,0,0,2016,4,4.1,3.9,4,4.2,4.4,3.9,4.3,4.5,4.4,4.4,4.5,,0
9,0.4374383350,1,2,3,6,2,2,2,0,14.8333333333333,14,11,0,0,2016,3.6,3.8,3.5,3.7,3.8,4.2,3.6,4.7,4.1,3.6,3.8,4.2,,0
9,0.1526047044,1,2,2,1,3,3,2,0,13.5500000000000,15,11,1,48.93,2016,3.8,3.6,3.4,3.7,4.3,4.4,3.8,4.7,4.2,4,3.9,4.2,,0
9,1.4581901255,3,2,9,8,2,2,1,0,14.8750000000000,14,11,0,0,2016,3.4,3.9,3.7,3.8,4.3,4,3.7,4.9,4,3.6,3.8,4.1,,0
9,0.4289961200,1,1,9,8,3,3,3,0,15.0138888888889,16,11,0,0,2016,3.8,3.8,4,3.7,4.2,3.7,4.2,4.6,4.1,3.9,3.9,4.3,,0
9,0.2589655527,1,1,2,8,1,6,4,0,14.9638888888889,15,11,0,55.5,2016,3,3.5,3.2,3.3,3.3,3.6,3.7,4.2,3.6,3.3,3.3,3.1,,0
9,0.4641983303,1,1,9,8,1,1,2,0,14.6777777777778,17,11,0,0,2016,3.9,3.3,3.4,3.6,3.5,3,3.8,4.4,3.8,3.4,3.3,3.6,,0
9,0.1912050402,3,2,9,2,2,2,2,0,16.0222222222222,15,11,1,0,2016,3.2,3.6,3.6,3.8,3.8,4.1,4.1,4.8,3.9,3.5,3.3,3.6,,0
9,0.3683429860,1,1,1,2,1,2,2,0,14.3666666666667,14,11,0,0,2016,3.1,3.2,3.3,3.7,3.9,4.2,4,4.6,3.5,3.6,3.3,3.7,,0
9,1.0409777727,1,1,9,2,1,1,1,4,14.7111111111111,16,11,0,39.35,2016,3.7,3.2,3.5,3.7,3.6,4,4.2,4.1,3.8,3.5,3.3,4.1,,0
9,0.0553653509,3,1,9,7,2,2,2,4,14.8694444444444,14,11,0,0,2016,4.3,4.3,4.1,4,4.1,4.7,4.7,4.4,4.8,4.7,4,4.5,,0
9,0.4049716599,1,1,2,8,3,3,2,4,17.0555555555556,16,11,1,0,2016,4.2,4,4.1,4.4,4,4.9,4.4,4.6,4.7,4.3,4.1,4.7,,0
9,0.2772801659,1,2,9,2,4,4,2,0,15.1972222222222,15,11,1,0,2016,3.1,3.2,3.4,3.6,3,3.6,3.7,4.3,3.3,3,3.2,3,,0
9,0.5103206655,1,2,2,2,2,2,2,0,14.8444444444444,15,11,1,0,2016,3.1,3,2.7,3.4,3.2,3,3,3.7,3.4,3.2,3,3.5,,0
9,0.2399655435,1,1,2,2,4,4,2,4,16.9833333333333,15,11,0,42.99,2016,3.4,3.2,3.5,3.7,3.5,3.9,4.2,3.9,3.9,3.3,3.4,3.6,,0
9,0.3203158878,3,1,9,2,4,4,2,0,14.2250000000000,14,11,1,25,2016,3.1,3,3,3.6,3.2,3.9,3.5,3.9,4,3.1,3.4,3.1,,0
9,0.6491505950,1,1,1,2,3,3,1,4,15.2527777777778,17,11,0,4.61,2016,3,3.1,3.3,3.2,3.2,3.2,3.3,4.2,3.8,3.3,2.9,3.5,,0
9,0.6545657167,1,1,1,2,3,2,1,0,14.2388888888889,15,11,1,31.21,2016,3,3.1,3,3.1,3.3,3,4.1,3.9,3.3,3,3,3.2,,0
9,1.2282327674,1,1,1,8,2,2,1,4,16.4277777777778,15,11,0,42.86,2016,3.1,2.7,3,3.9,3.6,3.9,3.7,4.2,3.9,3.5,3.4,3.6,,0
9,1.2344582250,1,1,9,2,2,2,2,0,18.3527777777778,15,11,2,0,2016,3.2,3.2,3.2,3.4,4,3.6,4.1,4.1,4.2,3.7,3.7,3.2,,0
9,0.6233880929,1,1,2,2,2,2,2,0,14.5444444444444,15,11,1,46.5,2016,3.2,3,2.7,3.2,2.6,3,3,3.7,3,3.1,3,3.1,,0
9,0.9470565473,3,1,1,6,5,1,1,0,14.3694444444444,18,10,0,0,2016,3,3.2,3,3.1,3.6,3.2,4.6,4.3,3.7,2.9,3,3,,0
9,0.2926037564,1,1,9,2,2,2,2,0,14.6916666666667,15,11,1,29.57,2016,3.5,3.6,3.4,3.3,4.5,4.1,5,4.3,3.8,3.6,3.3,3.8,,0
9,0.0996457548,1,1,1,8,1,2,2,0,14.3805555555556,15,11,0,0,2016,3,3.7,3.1,3.5,4.2,3.4,4.6,3.9,3.7,3.3,3,3.7,,0
9,0.9255552794,1,1,1,8,3,3,3,0,16.1638888888889,16,11,0,55.21,2016,3.1,3.3,3.5,3.3,3.4,4.2,4.8,4.1,3.4,3.2,3,3.2,,0
9,1.5879158139,1,1,1,2,1,6,2,0,15.1027777777778,15,11,0,16.66,2016,3.1,3.6,3.5,3.3,3.8,3.8,4.2,3.7,3.9,3.2,3.1,3.9,,0
9,0.6627505637,1,1,1,8,1,1,2,0,16.6972222222222,17,10,0,30,2016,3,3.1,3.1,3.3,4.1,3,4.3,4.5,3.2,3.4,3.2,3.1,,0
9,1.7933435123,1,1,9,8,3,6,1,0,14.9555555555556,15,11,0,0,2016,3.1,3.2,3,3.3,4.1,3.5,4,3.3,3.3,3.3,3.2,3.5,,0
9,0.5029322384,1,2,2,2,2,2,2,0,15.0527777777778,16,10,0,54.6,2016,3,3.5,3.1,3.3,3.1,3.4,3,4.1,3.3,3,3,3,,0
9,0.2653294331,3,2,2,8,2,2,2,0,15.3055555555556,16,11,0,52.88,2016,3.5,3.6,3.6,3.3,3.3,3.6,4.6,4.4,3.6,3.3,3.5,3.8,,0
9,0.4296568853,3,2,2,2,5,6,2,1,14.3250000000000,16,11,1,17.11,2016,3.2,3.3,3,3.4,4.1,3.6,4.5,4.5,3.8,3.2,3.1,3.6,,0
9,0.8576854302,1,2,9,8,3,3,2,0,14.6444444444444,15,10,0,0,2016,3,3.2,3.4,3.4,4.1,4.1,4.6,4,3.4,3.3,3.3,3.6,,0
9,0.2855648240,1,2,1,2,1,6,2,0,14.7055555555556,15,11,1,38,2016,3.1,3.2,3.1,3,3.7,3.8,4.1,3.9,3.1,3.1,3.3,3.4,,0
9,0.0342028045,3,1,9,8,1,1,2,0,15.7805555555556,15,11,1,0,2016,3.3,3.8,3.3,3.2,3.7,3.8,4.6,4.3,3.7,3.4,3.4,3.3,,0
9,0.2667414453,1,2,2,2,4,4,2,0,13.7527777777778,17,10,2,35.2,2016,3,3.2,3.2,3.2,3,3.4,3.5,3.7,3.1,3,3.1,3.9,,0
9,0.7663739356,1,1,9,8,3,3,2,0,15.8277777777778,14,11,0,0,2016,3,3,3,3.2,4.3,3.9,4.2,4.5,3.2,3,3.2,3.2,,0
9,1.5891042162,1,2,2,2,2,2,2,0,16.3000000000000,15,11,1,67,2016,3,3,2.9,3.3,3.4,3.4,3.6,4.1,3.2,3.1,3.3,3.4,,0
9,0.8482085358,3,2,9,8,1,1,2,0,14.6722222222222,14,11,0,0,2016,3.6,3.7,3.4,3.5,3.9,4,4.4,4.3,3.9,3.6,3.6,3.9,,0
9,0.4343707059,1,2,2,2,2,2,2,0,14.7833333333333,15,11,3,40.81,2016,3.3,3.3,3.4,3.3,3.3,3.4,4.1,4.4,3.3,3.3,3.4,3.7,,0
10,0.0981637408,1,1,9,8,6,6,2,0,14.9916666666667,17,11,0,0,2016,3.5,3.8,3.8,3.4,3.8,4,3.4,4.4,3.2,3.8,3.7,3.5,,0
10,0.3070697145,1,1,9,2,2,2,2,0,13.5666666666667,15,11,0,66,2016,3.3,3.6,3.1,3.3,4.2,3.6,3.6,3.8,3.5,3.4,3.5,3.1,,0
10,0.5142198437,3,2,1,8,1,1,1,0,14.1111111111111,17,11,1,1,2016,3.2,3.2,3,3.1,3.9,4.2,3.4,4.3,3.3,3.2,3.1,3,,0
10,0.6627505637,3,1,1,8,1,1,1,0,16.4777777777778,17,11,0,38.5,2016,3.4,3.7,3.4,3.4,4.3,4.3,3.2,4.2,3.9,3.7,3.8,3.8,,0
10,0.9919865704,1,2,9,8,4,4,1,0,15.0888888888889,16,11,2,51.72,2016,3.2,3.2,2.7,3.4,3.7,3.7,3.1,4.3,3,3.2,3.2,3.6,,0
10,0.6274254237,3,2,2,8,1,6,2,0,14.7416666666667,18,11,0,0,2016,3.5,3.2,3,3,3.7,3.7,2.5,4.2,3.5,3.5,3.1,3,,0
10,0.4427999276,1,1,9,8,1,2,2,3,15.1250000000000,16,11,0,0,2016,3.7,3.8,4,4.2,4.2,4,4.4,3.9,4,3.8,3.9,3.7,,0
10,5.5812005760,1,1,1,2,1,3,2,0,14.8500000000000,15,11,0,0,2016,3.3,3,3,3.1,4,3.6,3.1,3.5,3.1,3.1,3.1,2.6,,0
10,0.2851956215,1,1,2,8,4,4,2,0,14.4888888888889,16,11,0,0,2016,3.7,3.6,3.6,3.3,4.3,3.8,4,3.7,3.7,3.6,3.8,3.4,,0
10,0.1955496846,1,1,9,8,1,2,2,0,14.9000000000000,15,11,0,0,2016,3.5,3.3,3.9,3.7,3.3,4,4.2,4.1,3.9,3.5,3.5,3.3,,0
10,0.1895085473,1,1,2,8,2,2,2,0,17.8861111111111,16,11,2,42.93,2016,3.3,3.2,3.4,3.8,3.8,4,4.1,3.5,4.1,3.5,3.6,3.3,,0
10,0.3182603742,1,1,1,8,2,2,2,0,14.9166666666667,16,11,0,35.6,2016,3.2,3.7,3.5,2.9,3.2,3.3,3.4,4.1,3.5,3.4,3.3,3.2,,0
10,0.6900942021,1,2,2,8,2,2,2,0,14.6611111111111,16,11,0,80.55,2016,3,2.6,2.3,2.8,3.3,2,1.8,3.8,2.2,2.4,3,2.5,,0
10,0.2793661128,1,2,9,2,3,2,2,0,15.6722222222222,18,11,0,0,2016,3.3,3,2.9,2.7,2.7,2.5,2.1,3.4,2.4,2.8,3.1,3,,0
10,0.1293225759,3,1,2,2,2,2,2,0,15.0555555555556,15,11,0,51,2016,3.2,3.1,3.3,3.5,3.9,3.3,3.8,3.7,3.5,3.5,3.6,3.1,,0
10,0.1774311004,3,1,9,2,3,3,2,4,16.8777777777778,17,11,0,49.4,2016,4,4,3.9,4.6,4.3,4.6,4.2,4.4,3.7,3.9,3.9,4.4,,0
10,0.4256910194,1,1,1,8,3,3,1,0,14.9361111111111,16,11,1,35,2016,3.2,3.6,3.8,3.3,4,4.1,4,3.8,3.6,3.5,3.5,3.7,,0
10,0.5534170202,1,2,2,8,4,2,2,0,15.6361111111111,16,11,0,0,2016,3.3,3.3,3.5,3.1,3.3,3.3,3.7,4,3,3.1,3.5,2.7,,0
10,1.0389086013,1,1,9,8,4,2,2,0,15.4666666666667,17,11,0,0,2016,3.3,3.5,3.6,3.1,4,3.7,4.2,3.9,3.4,3.7,3.6,3.2,,0
10,0.2877258503,1,1,2,7,1,1,2,0,16.6500000000000,17,11,1,32,2016,3.2,3.4,3.5,3.1,3.2,4.3,3.7,3.8,3.9,3.5,3.6,3.2,,0
10,0.9613510305,3,1,9,8,2,2,2,0,15.8750000000000,16,11,0,0,2016,3.4,3.3,3.8,3.1,3.3,3.8,4.2,4.1,3.1,3.5,3.7,3.2,,0
10,1.3026558167,3,1,2,8,5,6,3,0,16.0833333333333,18,11,0,0,2016,3.4,3.7,4,3.9,4.3,3.9,3.5,3.8,3.5,3.5,3.6,3.8,,0
10,1.6239320794,1,1,1,6,3,3,2,0,14.8666666666667,16,11,0,25,2016,3.2,3.2,3.5,3.7,4.4,3.1,4,4.1,3.5,3.4,3.6,3,,0
10,0.7923733233,3,1,1,2,3,3,2,0,14.8472222222222,16,11,0,28,2016,3.4,3.7,3.6,3.7,4.1,4.3,4.3,3.8,3.8,3.6,3.6,3.2,,0
10,0.7906574230,1,1,1,8,2,2,1,0,14.6416666666667,16,11,1,40.91,2016,3.2,3.4,3.7,3.4,3.7,4.2,4.3,4,3.9,3.6,3.5,3.1,,0
10,0.2369791368,1,1,2,8,3,3,2,0,16.7388888888889,17,11,0,0,2016,3.6,3.1,3.6,3.2,3.2,3.6,3.9,4.2,3.1,3.4,3.5,3.2,,0
10,0.3016388442,1,2,9,8,3,3,2,4,16.9916666666667,17,11,0,0,2016,3.2,3.6,3.5,3.3,3.5,3.9,3.5,3.9,3,3.5,3.2,3,,0
10,0.4052499096,3,1,9,8,2,2,2,0,14.0861111111111,15,11,0,45,2016,3.5,3.7,3.8,3.4,3.6,4.2,4.3,4.3,4.3,3.7,3.9,3.5,,0
10,0.7299095063,1,2,9,1,2,2,2,0,15.2916666666667,16,11,0,0,2016,3.2,3,3.5,3,3.4,3.3,3.5,4.2,3.3,3.5,3.2,2.7,,0
10,0.0024901295,1,1,2,6,2,2,2,4,14.4666666666667,15,11,0,51,2016,3.7,3.9,3.6,3.6,4.1,4,3.9,4.4,3.4,3.5,3.8,4,,0
10,0.8228947550,3,1,1,8,5,6,1,4,14.1388888888889,17,11,0,36.48,2016,3.4,3.3,3.5,3,3.5,3.3,3.5,4,3.4,3.4,3.6,3.1,,0
